id;server_id_project;project_kategori_id;kode_wilayah;uuid;name;deskripsi;is_sent;photo;dynamic_form;created_at;wilayah
17;7569076;12;1206030025;5cd1e553-5817-4784-a01a-fa773bb88682;000200;Dusun 2 Huta Gurgur;true;true;false;1666169743000;HUTA BULU MEJAN
