id;server_id_project;project_kategori_id;kode_wilayah;uuid;name;deskripsi;is_sent;photo;dynamic_form;created_at;wilayah
14;7618054;12;1206030025;b87af33a-a5e4-4e09-a099-93cff31b6ed6;000200;Dusin 2 Huta Gurgur;true;true;false;1666173991000;HUTA BULU MEJAN
