id;server_id_project;project_kategori_id;kode_wilayah;uuid;name;deskripsi;is_sent;photo;dynamic_form;created_at;wilayah
16;7590109;12;1206030025;f9f8c643-cfb0-42e1-8374-21c4dca18d5e;000200;Dusun 2 Huta Gurgur;true;true;false;1666171438000;HUTA BULU MEJAN
