id;server_id_project;project_kategori_id;kode_wilayah;uuid;name;deskripsi;is_sent;photo;dynamic_form;created_at;wilayah
12;7641277;12;1206030025;bf168914-8027-4fb0-bc58-aa97046c7a9c;000200;Dusun 2 Huta Gurgur;true;true;false;1666177485000;HUTA BULU MEJAN
