id;server_id_project;project_kategori_id;kode_wilayah;uuid;name;deskripsi;is_sent;photo;dynamic_form;created_at;wilayah
15;7603495;12;1206030025;1f38dc68-dad0-4691-bc1a-21b254c8375b;000200;Dusun 2 Huta Gurgur;true;true;false;1666172545000;HUTA BULU MEJAN
